image_path,expression_id,age
faces/train/ffhq_105_png_jpg.rf.e8e618dad12d574ed059e0d790afa8b7.jpg,6,17.5
faces/train/ffhq_1061_png_jpg.rf.60c4b83934b431f5e79407510def70b1.jpg,6,28.5
faces/train/ffhq_1061_png_jpg.rf.cf906646ad3713b9ae55669bb1f6020a.jpg,6,28.5
faces/train/ffhq_1061_png_jpg.rf.f23df3877c1bc3e00c4848751303fda8.jpg,6,28.5
faces/train/ffhq_1069_png_jpg.rf.6937091a5be299eb58d1e3297d4d22f8.jpg,6,28.5
faces/train/ffhq_1069_png_jpg.rf.8524c9dce83ee0a258138185e2cb7a06.jpg,6,10.0
faces/train/ffhq_1069_png_jpg.rf.d481207c3d5ca8282e7959c90c1b824b.jpg,6,10.0
faces/train/ffhq_1073_png_jpg.rf.2d513b6e777f9aec147188d1469aa8b1.jpg,3,5.0
faces/train/ffhq_1073_png_jpg.rf.3553f5bfd151ee8e6ac80a5025832997.jpg,3,10.0
faces/train/ffhq_1073_png_jpg.rf.f5411c8ae345d960b7c9b2ba10d3f93a.jpg,3,5.0
faces/train/ffhq_1074_png_jpg.rf.24f7b6ddd4b59a94183e75b0f9616a41.jpg,5,10.0
faces/train/ffhq_1074_png_jpg.rf.b4fca02f6bf8d642fd6fcf64c20d9655.jpg,5,50.5
faces/train/ffhq_1074_png_jpg.rf.cf2541df16015296a1bec070f6166fa1.jpg,5,10.0
faces/train/ffhq_107_png_jpg.rf.06242bc71e64f376ed64a4d7b8b19373.jpg,4,80.0
faces/train/ffhq_107_png_jpg.rf.7e073ede5d0675160f3ee77283767d97.jpg,4,80.0
faces/train/ffhq_107_png_jpg.rf.98cdf14b7a15f5c26950d42dc533f2cf.jpg,4,40.5
faces/train/ffhq_1086_png_jpg.rf.0419ab19a73df50cc7cf18d11adba72e.jpg,5,80.0
faces/train/ffhq_1086_png_jpg.rf.cdd09d9a46612feffbd0f2fc0663ba6a.jpg,5,50.5
faces/train/ffhq_1086_png_jpg.rf.f77050356c3038b6bc7230e4ed7e1f9f.jpg,5,50.5
faces/train/ffhq_1087_png_jpg.rf.40ef425ea07d541744c1cdfe7287cab0.jpg,5,5.0
faces/train/ffhq_1087_png_jpg.rf.7daf90384e56f2c4f5b011f225bdcd81.jpg,5,5.0
faces/train/ffhq_1087_png_jpg.rf.e59ba176479fbd6504952f2c05960e75.jpg,5,5.0
faces/train/ffhq_108_png_jpg.rf.1aa99b048dd646cc4e8c09539f18d8fb.jpg,4,40.5
faces/train/ffhq_108_png_jpg.rf.5b985de72d0f61a914b21facb2e671dc.jpg,4,40.5
faces/train/ffhq_108_png_jpg.rf.c2444ae5a4d1ada92ca0834c5ee788a5.jpg,4,28.5
faces/train/ffhq_1092_png_jpg.rf.7c6becb967e68eed3bc0a6d1f9f651fb.jpg,6,50.5
faces/train/ffhq_1092_png_jpg.rf.e62c5c2f3472abb2b5a71bdb90572264.jpg,6,40.5
faces/train/ffhq_1092_png_jpg.rf.f0810c08163347e860ad249a75093bfa.jpg,6,40.5
faces/train/ffhq_1096_png_jpg.rf.05052135e9c65732de0dde7df58d4416.jpg,6,28.5
faces/train/ffhq_1096_png_jpg.rf.071ee4e539c675d04fe4f122bbf22c68.jpg,6,10.0
faces/train/ffhq_1096_png_jpg.rf.ce428c9848f482bd25dd08339e8ce43a.jpg,6,28.5
faces/train/ffhq_1099_png_jpg.rf.1ba373c71413fbf3fc8bd764b8342f2d.jpg,0,28.5
faces/train/ffhq_1099_png_jpg.rf.2de703f93e6f75abf87f091026510c48.jpg,0,17.5
faces/train/ffhq_1099_png_jpg.rf.54df3eb3a408f18861b6092746d2d4b8.jpg,0,40.5
faces/train/ffhq_1103_png_jpg.rf.5649ae86b78756a3f221796ec41c1b58.jpg,4,10.0
faces/train/ffhq_1103_png_jpg.rf.806993b2f9096ce125a4750a7642c9bb.jpg,4,10.0
faces/train/ffhq_1103_png_jpg.rf.edfb62e1a409ac16d9d12a5aec1e3a78.jpg,4,10.0
faces/train/ffhq_1106_png_jpg.rf.1779c7b672e86c942d6fb9baa16d27be.jpg,3,50.5
faces/train/ffhq_1106_png_jpg.rf.931992ccadd8662757bac2674d376db3.jpg,3,10.0
faces/train/ffhq_1106_png_jpg.rf.d181f31e17de2494cee3e1491df8aeed.jpg,3,50.5
faces/train/ffhq_1107_png_jpg.rf.010a5a2098f4777245acc87ad762a884.jpg,6,40.5
faces/train/ffhq_1107_png_jpg.rf.197a5e0bdeda597de707f4e2781e9960.jpg,6,40.5
faces/train/ffhq_1107_png_jpg.rf.ae0017aeec0579663ff8201571fd3ca0.jpg,6,10.0
faces/train/ffhq_1109_png_jpg.rf.2f1ec6e301aa0ce9bff408ccbb0fec37.jpg,6,28.5
faces/train/ffhq_1109_png_jpg.rf.4b48a1a94618d228aef41b626d02c269.jpg,6,10.0
faces/train/ffhq_1109_png_jpg.rf.978a1cd8aa69547e5de019b4977f1f7e.jpg,6,10.0
faces/train/ffhq_110_png_jpg.rf.240117381ec95fdaa3f5f866f60996fd.jpg,3,1.0
faces/train/ffhq_110_png_jpg.rf.8879e1e5afa3b5e4fae8e3e04095ce15.jpg,3,28.5
faces/train/ffhq_110_png_jpg.rf.c3c5630f3432ee2cb0e0fc5ab46bd6a9.jpg,3,28.5
faces/train/ffhq_1111_png_jpg.rf.1a6f14447449b211eb9d2a5c37d19aed.jpg,5,1.0
faces/train/ffhq_1111_png_jpg.rf.3f182705ef61d57ea19f56d33302210d.jpg,5,1.0
faces/train/ffhq_1111_png_jpg.rf.7dbf01455a64b0bbf26da3de75f100cd.jpg,5,1.0
faces/train/ffhq_1114_png_jpg.rf.37af3af7f67cd8e4ce87c9ac0f0fa7e5.jpg,3,28.5
faces/train/ffhq_1114_png_jpg.rf.b4b1e740e1770f2215e17f6ca986f511.jpg,3,28.5
faces/train/ffhq_1114_png_jpg.rf.ef3ad9002d990611e39c8e10f591c674.jpg,3,28.5
faces/train/ffhq_1117_png_jpg.rf.427e33564579d08a65167fc4c993f107.jpg,5,28.5
faces/train/ffhq_1117_png_jpg.rf.956580763b1f38f5ae4440df5b505de7.jpg,5,28.5
faces/train/ffhq_1117_png_jpg.rf.d5b1612ce6eebf52a5671f97059dc8e6.jpg,5,10.0
faces/train/ffhq_111_png_jpg.rf.246445c722fd7f7909055eef52762542.jpg,6,40.5
faces/train/ffhq_111_png_jpg.rf.566b5096cb4dff3ad45ca2ce1ef57243.jpg,6,28.5
faces/train/ffhq_111_png_jpg.rf.f71f021b0fe9dd97019c44a73e02b4d3.jpg,6,28.5
faces/train/ffhq_1120_png_jpg.rf.79bebb1da2a3693ca861344ae55da968.jpg,3,28.5
faces/train/ffhq_1120_png_jpg.rf.ba9ee78906fd237e277571aebde6f54b.jpg,3,28.5
faces/train/ffhq_1120_png_jpg.rf.cfaf7db79e0d6a013ca2f404d4f3fae7.jpg,3,28.5
faces/train/ffhq_1121_png_jpg.rf.242c73f8f6fab4b755a30e0c51bfe39c.jpg,6,10.0
faces/train/ffhq_1121_png_jpg.rf.d1fd8f733af19bf193f62109e360d30f.jpg,6,5.0
faces/train/ffhq_1121_png_jpg.rf.e1ced0b78fdc64b7dfc4144896384920.jpg,6,10.0
faces/train/ffhq_1123_png_jpg.rf.05389cd18c9ecbde994bbcf424e9f9e7.jpg,3,10.0
faces/train/ffhq_1123_png_jpg.rf.bb2a3d7e2c5127823531d4eb892c679e.jpg,3,10.0
faces/train/ffhq_1123_png_jpg.rf.bdd5f83ad5198838401620f803591961.jpg,3,10.0
faces/train/ffhq_1126_png_jpg.rf.927135dd7604d1a87861ddd5961ec2e3.jpg,3,5.0
faces/train/ffhq_1126_png_jpg.rf.c2070325958267f468a68f4cbad028cb.jpg,3,5.0
faces/train/ffhq_1126_png_jpg.rf.d7eebd37243f7d3b07dd631d00d47727.jpg,3,1.0
faces/train/ffhq_1127_png_jpg.rf.042c2af0c515c6119a83afc0ff5f623b.jpg,3,5.0
faces/train/ffhq_1127_png_jpg.rf.073c620154dfe524ff4232d5b24f4853.jpg,3,5.0
faces/train/ffhq_1127_png_jpg.rf.0bce255e75148022ab99a80f1310dbda.jpg,3,5.0
faces/train/ffhq_1129_png_jpg.rf.297b3b0f5a882889bdbc3cbf2d006949.jpg,3,28.5
faces/train/ffhq_1129_png_jpg.rf.cbb57f64b42ac2af6f7419292198ef0d.jpg,3,28.5
faces/train/ffhq_1129_png_jpg.rf.e1fecfbef98a5571e50e3e47c25160b1.jpg,3,28.5
faces/train/ffhq_1133_png_jpg.rf.507c37ec1ca29c046db6cd941c575658.jpg,6,28.5
faces/train/ffhq_1133_png_jpg.rf.9e89088056f12ca22a630bf937eaa77b.jpg,6,5.0
faces/train/ffhq_1133_png_jpg.rf.dad3455ebc8723135bb26921560d2011.jpg,6,5.0
faces/train/ffhq_1134_png_jpg.rf.196d5c4fe146f9b3201cfbb96289a559.jpg,6,10.0
faces/train/ffhq_1134_png_jpg.rf.2de9353fcc7fb55574ebf37c380e1299.jpg,6,28.5
faces/train/ffhq_1134_png_jpg.rf.6061e58840e285505e881a6cbf85a5ea.jpg,6,28.5
faces/train/ffhq_1135_png_jpg.rf.3440b9fd0df313f0c74fa0a7878e1ed0.jpg,0,40.5
faces/train/ffhq_1135_png_jpg.rf.3f28a663e5d3f1984ddb2a89d9a32639.jpg,0,40.5
faces/train/ffhq_1135_png_jpg.rf.43b790c4f2ccc960ac47478d49cf28ae.jpg,0,28.5
faces/train/ffhq_1136_png_jpg.rf.268fd5e3918ddf09b7bb7c2afc0f75bf.jpg,6,28.5
faces/train/ffhq_1136_png_jpg.rf.2ea9a878931f651ac101bfdc70d0e012.jpg,6,40.5
faces/train/ffhq_1136_png_jpg.rf.6a207092648e511001989058aff7701e.jpg,6,40.5
faces/train/ffhq_1137_png_jpg.rf.35da81efc7f958e022831e0536c3a3c1.jpg,6,40.5
faces/train/ffhq_1137_png_jpg.rf.a9e901ef072897a63dae1e6c68e1213b.jpg,6,1.0
faces/train/ffhq_1137_png_jpg.rf.b0f5d8ca96a382b931baec3e6ec91c42.jpg,6,5.0
faces/train/ffhq_113_png_jpg.rf.0b4f18075306ada9c9a5d2cbbdb4151b.jpg,3,17.5
faces/train/ffhq_113_png_jpg.rf.3254f8cdef155b3c81ef80a7465190d3.jpg,3,10.0
faces/train/ffhq_113_png_jpg.rf.aa4f3e30bf2de25650789ad120b17e28.jpg,3,10.0
faces/train/ffhq_1140_png_jpg.rf.0c1f578d68588c9d4ecccea3f5fb376d.jpg,4,40.5
faces/train/ffhq_1140_png_jpg.rf.f536fc1da2d346935251c31a7f03e7c8.jpg,4,50.5
faces/train/ffhq_1140_png_jpg.rf.ffaa047a92e3b31bcfd45a3af74e0a7c.jpg,4,40.5
faces/train/ffhq_1144_png_jpg.rf.00ba9999e78280a54acaf78433efa0d6.jpg,6,50.5
faces/train/ffhq_1144_png_jpg.rf.60b3c9327352d5f483b51a273709b8f4.jpg,6,50.5
faces/train/ffhq_1144_png_jpg.rf.b4e5d3196208747acd4c18888243a5c1.jpg,6,28.5
faces/train/ffhq_1145_png_jpg.rf.1e3a4c7fc5493ce6eda10a2ba7a8e0ff.jpg,5,10.0
faces/train/ffhq_1145_png_jpg.rf.7d3cef346c7d5054f5bdffd23a0c2078.jpg,5,10.0
faces/train/ffhq_1145_png_jpg.rf.8832817858f3472f909896352a3db0ee.jpg,5,10.0
faces/train/ffhq_1148_png_jpg.rf.513bd43efe6107a71e845611bd973d52.jpg,3,28.5
faces/train/ffhq_1148_png_jpg.rf.5deb25e74193ab368681a4da55f65f06.jpg,3,28.5
faces/train/ffhq_1148_png_jpg.rf.68b6f5425411ff907ba6363fe675c77b.jpg,3,10.0
faces/train/ffhq_114_png_jpg.rf.c85cfd12d78b94b710094fb3b525cc92.jpg,0,10.0
faces/train/ffhq_114_png_jpg.rf.f8d58da6f7473342c4ac72a3d5fa0838.jpg,0,10.0
faces/train/ffhq_114_png_jpg.rf.fa5b65587dbee877f9702deacb36f11b.jpg,0,28.5
faces/train/ffhq_1151_png_jpg.rf.1f1f3d7578981fb931f23ad9380f89b2.jpg,3,50.5
faces/train/ffhq_1151_png_jpg.rf.71ed48c1ce31261a738081f46b79808f.jpg,3,50.5
faces/train/ffhq_1151_png_jpg.rf.798404f23914f0d006ed75a71bb7face.jpg,3,50.5
faces/train/ffhq_1152_png_jpg.rf.0b77f695429bbda770f9e7465885bc8c.jpg,5,28.5
faces/train/ffhq_1152_png_jpg.rf.c6fce8539f4c9fdad704c45e9131cb42.jpg,5,10.0
faces/train/ffhq_1152_png_jpg.rf.d13a88a06a6f3dfeae1e64813210a36a.jpg,5,10.0
faces/train/ffhq_1159_png_jpg.rf.7263b31cd1b529ff542ba8f53eea5e72.jpg,5,28.5
faces/train/ffhq_1159_png_jpg.rf.8645b4a05a272bfe6558475082a549f9.jpg,5,40.5
faces/train/ffhq_1159_png_jpg.rf.8eaaa0c3c56f2ee451c5fc28018e7374.jpg,5,40.5
faces/train/ffhq_1162_png_jpg.rf.817bf71afd3ea79b3f159461c84e9bf3.jpg,3,50.5
faces/train/ffhq_1162_png_jpg.rf.bead9298d095012e008bad933f4a393d.jpg,3,28.5
faces/train/ffhq_1162_png_jpg.rf.cd9a0b1fc355db7c6a4428cf0e3af5cf.jpg,3,5.0
faces/train/ffhq_1164_png_jpg.rf.011f149cf38265a39e02bd5c380aa839.jpg,3,1.0
faces/train/ffhq_1164_png_jpg.rf.5118ea6e301b6ff174cac6f9fcc7d145.jpg,3,1.0
faces/train/ffhq_1164_png_jpg.rf.dac12a57e060b8fd1a9ff3c79996167e.jpg,3,5.0
faces/train/ffhq_1169_png_jpg.rf.1ad4e89576a513cf9bd2d30a91fdd322.jpg,1,10.0
faces/train/ffhq_1169_png_jpg.rf.48b2fdb44e5f2fc98ccfc40d3928c8b4.jpg,1,1.0
faces/train/ffhq_1169_png_jpg.rf.4a702439c9e82d5e5d11ef1463d731a7.jpg,1,10.0
faces/train/ffhq_1176_png_jpg.rf.a017dc9f5adfc25ca5db037d459b304c.jpg,3,28.5
faces/train/ffhq_1176_png_jpg.rf.d5b2833ae53ceb1fac6ac5790550c175.jpg,3,10.0
faces/train/ffhq_1176_png_jpg.rf.f57b2966d6e7585f01884161cfcdf003.jpg,3,28.5
faces/train/ffhq_1177_png_jpg.rf.1e11df6c8cf2c82ef49066ecc795334c.jpg,3,50.5
faces/train/ffhq_1177_png_jpg.rf.4ad278e3dabad8dc36e5e85dfd78ade5.jpg,3,50.5
faces/train/ffhq_1177_png_jpg.rf.730cf42a15b43344de282b2913e32ddf.jpg,3,50.5
faces/train/ffhq_1180_png_jpg.rf.762557e145932dd9dccce35e36137143.jpg,5,28.5
faces/train/ffhq_1180_png_jpg.rf.a4da6330f1182cc2ab7c4b5b6474591d.jpg,5,28.5
faces/train/ffhq_1180_png_jpg.rf.c606a42d0624dfc33957c76f4fdc9b96.jpg,5,28.5
faces/train/ffhq_1181_png_jpg.rf.3b1379c45643c6221b548213f85768d1.jpg,6,28.5
faces/train/ffhq_1181_png_jpg.rf.9d15f2e820e68324366fe7261a0fc9ec.jpg,6,28.5
faces/train/ffhq_1181_png_jpg.rf.d299859c07b8c61e8a3dfcc9c04a4a1e.jpg,6,40.5
faces/train/ffhq_1182_png_jpg.rf.3bcc2644f5a9725f3bca2e37897d6066.jpg,3,5.0
faces/train/ffhq_1182_png_jpg.rf.76d143be860bb6447984b46816a08222.jpg,3,5.0
faces/train/ffhq_1182_png_jpg.rf.9c494239f91f72a67057bd0309c3060c.jpg,3,5.0
faces/train/ffhq_1186_png_jpg.rf.3b9f442a83c29cc42ca38add57254a67.jpg,3,10.0
faces/train/ffhq_1186_png_jpg.rf.5f95825f43c0194fba505589d4f9dab6.jpg,3,10.0
faces/train/ffhq_1186_png_jpg.rf.78fbe23a16550352c70469ceb9734143.jpg,3,10.0
faces/train/ffhq_1189_png_jpg.rf.76ae43fc7cba2a051dccc0819300313e.jpg,6,28.5
faces/train/ffhq_1189_png_jpg.rf.86dde7184fc75054975d93278b7f9a09.jpg,6,5.0
faces/train/ffhq_1189_png_jpg.rf.b8dacd5a7142db6bfc67c27d48bcdb50.jpg,6,28.5
faces/train/ffhq_1190_png_jpg.rf.50310db9d834b02e0d38ffe081bdc3df.jpg,3,28.5
faces/train/ffhq_1190_png_jpg.rf.8014649c45612be651bcf2d54a477eab.jpg,3,28.5
faces/train/ffhq_1190_png_jpg.rf.b7ee5ca50defc632ef1e4a680fac2274.jpg,3,28.5
faces/train/ffhq_1193_png_jpg.rf.17c059e914d698e04644cdbad1ffc575.jpg,3,28.5
faces/train/ffhq_1193_png_jpg.rf.84aa2f48c5f72e6d70facdd6c45ea3e2.jpg,3,28.5
faces/train/ffhq_1193_png_jpg.rf.ededcde5ef1298cd74676d729de82eca.jpg,3,28.5
faces/train/ffhq_119_png_jpg.rf.25d9e9dee09f40086698a25dfcc89ee0.jpg,3,5.0
faces/train/ffhq_119_png_jpg.rf.5577c172b68e9a8726adcdb7ea4f4bc8.jpg,3,10.0
faces/train/ffhq_119_png_jpg.rf.e3c1579bf61c3f96daf75d15ccf5f289.jpg,3,5.0
faces/train/ffhq_11_png_jpg.rf.175692fb689dd9aa7ac48f3fd27752f6.jpg,1,28.5
faces/train/ffhq_11_png_jpg.rf.f563ee1ab45e5f040ff847586eeef85c.jpg,1,1.0
faces/train/ffhq_11_png_jpg.rf.f8483702e877f60e11faf2714c4df6e5.jpg,1,40.5
faces/train/ffhq_1201_png_jpg.rf.4d424be2eacc1c5dcf7bbbf19eb29b07.jpg,5,28.5
faces/train/ffhq_1201_png_jpg.rf.be98d088210fe7922053fd17270f4b8a.jpg,5,50.5
faces/train/ffhq_1201_png_jpg.rf.ee5c976dd06d6533f7b658837179a09d.jpg,5,40.5
faces/train/ffhq_1202_png_jpg.rf.0d34028c9621254f40aad06566a89241.jpg,1,40.5
faces/train/ffhq_1202_png_jpg.rf.15951761fd3a6a0dacbb727f02dbc522.jpg,1,28.5
faces/train/ffhq_1202_png_jpg.rf.a1244687a902100c74a0e1080fae367a.jpg,1,28.5
faces/train/ffhq_1209_png_jpg.rf.61199f9d22d4533671a12366dcd9bb2f.jpg,3,5.0
faces/train/ffhq_1209_png_jpg.rf.75756dc4d94501367d4b6da9a48dfbd5.jpg,3,28.5
faces/train/ffhq_1209_png_jpg.rf.7b7badc39057571f797b06f3893310c4.jpg,3,10.0
faces/train/ffhq_120_png_jpg.rf.24cf4bf1297d9d471e44b6315326821b.jpg,3,1.0
faces/train/ffhq_120_png_jpg.rf.451ef0916d7f74ac6a694aea15f525af.jpg,3,28.5
faces/train/ffhq_120_png_jpg.rf.c3a2798c3d7c85f503c20e85cb1bb058.jpg,3,10.0
faces/train/ffhq_1216_png_jpg.rf.b9444a7f4e5b23aa7023a53a7da9e8b9.jpg,3,28.5
faces/train/ffhq_1216_png_jpg.rf.c107493803d1c7740a0c40c8f38aa44e.jpg,3,40.5
faces/train/ffhq_1216_png_jpg.rf.d0c6ed561481f8ccf98eefbbf119f8a1.jpg,3,28.5
faces/train/ffhq_1219_png_jpg.rf.051d0b6d9efc4d47196a899b278f240d.jpg,3,28.5
faces/train/ffhq_1219_png_jpg.rf.1f54b2387b1c7217f2b9e0c445a5b5ec.jpg,3,10.0
faces/train/ffhq_1219_png_jpg.rf.5f9abb65ee9939886c676999a9afa332.jpg,3,28.5
faces/train/ffhq_1221_png_jpg.rf.1c18bb7c45925145b06b9dbb00708b9e.jpg,1,40.5
faces/train/ffhq_1221_png_jpg.rf.7e567ba1eb0bc81caa724017d0cf30a2.jpg,1,28.5
faces/train/ffhq_1221_png_jpg.rf.d723751fb47268012bb84071c6c7b7fd.jpg,1,28.5
faces/train/ffhq_1222_png_jpg.rf.52e748ee98e0f5c6653a54e73251f00f.jpg,6,28.5
